id,by,author,time,time_ts,text,parent,deleted,dead,ranking
902748,,,1256540357,2009-10-26 06:59:17.000000 UTC,,902666,true,,0
5714752,,,1368650730,2013-05-15 20:45:30.000000 UTC,,5714700,true,,0
6884141,,,1386713353,2013-12-10 22:09:13.000000 UTC,,6883343,true,,0
8047572,,,1405606068,2014-07-17 14:07:48.000000 UTC,,8047562,true,,0
3010775,,,1316368346,2011-09-18 17:52:26.000000 UTC,,3010695,true,,0
2846719,,,1312476790,2011-08-04 16:53:10.000000 UTC,,2846035,true,,0
10331571,,,1444050868,2015-10-05 13:14:28.000000 UTC,,10331419,true,,0
4203188,,,1341498905,2012-07-05 14:35:05.000000 UTC,,4203107,true,,0
5098486,,,1358877459,2013-01-22 17:57:39.000000 UTC,,5098365,true,,0
4178936,,,1341002116,2012-06-29 20:35:16.000000 UTC,,4176922,true,,0
1145781,,,1266944683,2010-02-23 17:04:43.000000 UTC,,1145424,true,,0
9239009,,,1426871851,2015-03-20 17:17:31.000000 UTC,,9237960,true,,0
4925666,,,1355591184,2012-12-15 17:06:24.000000 UTC,,4925618,true,,0
9160248,,,1425684537,2015-03-06 23:28:57.000000 UTC,,9160126,true,,0
3695556,,,1331586617,2012-03-12 21:10:17.000000 UTC,,3695526,true,,0
6578677,,,1382233007,2013-10-20 01:36:47.000000 UTC,,6578560,true,,0
3820819,,,1334035431,2012-04-10 05:23:51.000000 UTC,,3820493,true,,0
7846387,,,1401898083,2014-06-04 16:08:03.000000 UTC,,7846324,true,,0
661499,,,1245222633,2009-06-17 07:10:33.000000 UTC,,661145,true,,0
7568320,,,1397152280,2014-04-10 17:51:20.000000 UTC,,7568294,true,,0
7071544,,,1389897875,2014-01-16 18:44:35.000000 UTC,,7071260,true,,0
3304884,,,1322848286,2011-12-02 17:51:26.000000 UTC,,3304879,true,,0
4354032,,,1344402557,2012-08-08 05:09:17.000000 UTC,,4354006,true,,0
8516001,,,1414423397,2014-10-27 15:23:17.000000 UTC,,8515992,true,,0
1712129,,,1285067111,2010-09-21 11:05:11.000000 UTC,,1712088,true,,0
6098222,,,1374691654,2013-07-24 18:47:34.000000 UTC,,6097371,true,,0
5273674,,,1361700852,2013-02-24 10:14:12.000000 UTC,,5272978,true,,0
9599721,,,1432555949,2015-05-25 12:12:29.000000 UTC,,9599520,true,,0
8873364,,,1421062703,2015-01-12 11:38:23.000000 UTC,,8873255,true,,0
10251121,,,1442825829,2015-09-21 08:57:09.000000 UTC,,10250852,true,,0
4623614,,,1349627277,2012-10-07 16:27:57.000000 UTC,,4623411,true,,0
9394936,,,1429284836,2015-04-17 15:33:56.000000 UTC,,9394860,true,,0
4888413,,,1354905343,2012-12-07 18:35:43.000000 UTC,,4887931,true,,0
5858345,,,1370907381,2013-06-10 23:36:21.000000 UTC,,5857269,true,,0
9335384,,,1428425866,2015-04-07 16:57:46.000000 UTC,,9335334,true,,0
9638617,,,1433167445,2015-06-01 14:04:05.000000 UTC,,9638560,true,,0
1287364,,,1272000945,2010-04-23 05:35:45.000000 UTC,,1287333,true,,0
7602675,,,1397727064,2014-04-17 09:31:04.000000 UTC,,7602644,true,,0
8823983,,,1420141221,2015-01-01 19:40:21.000000 UTC,,8823886,true,,0
9967216,,,1438160503,2015-07-29 09:01:43.000000 UTC,,9967174,true,,0
1558670,,,1280428340,2010-07-29 18:32:20.000000 UTC,,1557476,true,,0
